,Format,Game Location,Line,Length,Location,Speed,Bowling Style,Bounce,Out
9496,ODI,Leeds,Middle Stump,Short,Close,73,Right arm Offbreak,Normal,0
9497,ODI,Leeds,Offside,Short,Midwicket,136,Right-arm fast-medium,High,0
9498,ODI,Leeds,Middle Stump,Short,Close,129,Right-arm fast-medium,Normal,0
9499,ODI,Leeds,Middle Stump,Good,Third Man,134,Right-arm fast-medium,Normal,0
9500,ODI,Leeds,Middle Stump,Full,Midwicket,129,Right-arm fast-medium,Normal,0
9501,ODI,Leeds,Middle Stump,Full,Sweeper,131,Right-arm fast-medium,Normal,0
9502,ODI,Leeds,Middle Stump,Full,Deep Point,72,Right arm Offbreak,Normal,0
9503,ODI,Leeds,Middle Stump,Good,Midwicket,74,Right arm Offbreak,Normal,0
9504,ODI,Leeds,Middle Stump,Good,Offside,92,Right arm Offbreak,Normal,0
9505,ODI,Leeds,Middle Stump,Full,Long-on,89,Legbreak,Normal,0
9506,ODI,Leeds,Middle Stump,Good,Deep Point,82,Legbreak,Normal,0
9507,ODI,Leeds,Middle Stump,Full,Close,90,Legbreak,Normal,0
9508,ODI,Leeds,Middle Stump,Full,Sweeper,71,Legbreak,Normal,0
9509,ODI,Leeds,Offside,Good,Third Man,144,Right-arm fast,Normal,0
9510,ODI,Leeds,Middle Stump,Good,Close,146,Right-arm fast,Normal,0
9511,ODI,Leeds,Middle Stump,Good,Point,88,Legbreak,Normal,0
9512,ODI,Leeds,Middle Stump,Short,Long-on,70,Legbreak,Normal,0
9513,ODI,Leeds,Middle Stump,Good,Third Man,143,Right-arm fast,Normal,0
9514,ODI,Leeds,Middle Stump,Good,Point,147,Right-arm fast,Normal,0
9515,ODI,Leeds,Middle Stump,Good,Third Man,85,Legbreak,Normal,0
9516,ODI,Leeds,Middle Stump,Good,Long-on,86,Legbreak,Normal,0
9517,ODI,Leeds,Middle Stump,Good,Offside,141,Right-arm fast,Normal,0
9518,ODI,Leeds,Middle Stump,Good,Third Man,142,Right-arm fast,Normal,0
9519,ODI,Leeds,Offside,Good,Point,146,Right-arm fast,Normal,0
9520,ODI,Leeds,Middle Stump,Good,Deep Midwicket,141,Right-arm fast,Normal,0
9521,ODI,Leeds,Middle Stump,Full,Sweeper,81,Legbreak,Normal,0
9522,ODI,Leeds,Legside,Good,Legside,85,Legbreak,Normal,0
9523,ODI,Leeds,Wide Outside Off,Short,Short Third Man,73,Legbreak,Normal,0
9524,ODI,Leeds,Middle Stump,Short,Mid-On,80,Right arm Offbreak,Normal,0
9525,ODI,Leeds,Middle Stump,Good,Midwicket,100,Right arm Offbreak,Normal,0
9526,ODI,Leeds,Legside,Short,Fine Leg,91,Legbreak,Normal,0
9527,ODI,Leeds,Offside,Good,Point,71,Legbreak,Normal,0
9528,ODI,Leeds,Middle Stump,Good,Close,72,Legbreak,Normal,0
9529,ODI,Leeds,Middle Stump,Good,Close,64,Legbreak,Normal,0
9530,ODI,Leeds,Middle Stump,Good,Midwicket,78,Right arm Offbreak,Normal,0
9531,ODI,Leeds,Legside,Good,Legside,89,Right arm Offbreak,Normal,0
9532,ODI,Leeds,Middle Stump,Full,Mid-On,85,Legbreak,Normal,0
9533,ODI,Leeds,Middle Stump,Short,Offside,90,Right arm Offbreak,Normal,0
9534,ODI,Leeds,Middle Stump,Good,Offside,79,Right arm Offbreak,Normal,0
9535,ODI,Leeds,Legside,Good,Legside,82,Right arm Offbreak,Normal,0
9536,ODI,Leeds,Leg Stump,Short,Legside,88,Legbreak,Normal,1
9537,ODI,Sydney,Middle Stump,Good,Wicketkeeper,134,Left arm Fast medium,Normal,0
9538,ODI,Sydney,Middle Stump,Full,Offside,135,Left arm Fast medium,Normal,0
9539,ODI,Sydney,Offside,Full,Point,127,Left arm Fast medium,Normal,0
9540,ODI,Sydney,Middle Stump,Back of a Length,Close,132,Left arm Fast medium,Normal,0
9541,ODI,Sydney,Middle Stump,Full,Third Man,136,Left arm Fast medium,Normal,0
9542,ODI,Sydney,Middle Stump,Good,Point,134,Right-arm fast,Normal,0
9543,ODI,Sydney,Middle Stump,Good,Offside,138,Right-arm fast,Normal,0
9544,ODI,Sydney,Leg Stump,Full,Square Leg,138,Right-arm fast,Normal,1
9545,ODI,Adelaide,Wide Outside Off,Full,Wicketkeeper,131,Right-arm fast-medium,Normal,0
9546,ODI,Adelaide,Off Stump,Full,Fine Leg,133,Right-arm fast-medium,Normal,0
9547,ODI,Adelaide,Off Stump,Full,Mid-On,130,Right-arm fast-medium,Normal,0
9548,ODI,Adelaide,Legside,Back of a Length,Square Leg,80,Right arm Offbreak,Normal,0
9549,ODI,Adelaide,Offside,Full,Long-on,84,Right arm Offbreak,Normal,0
9550,ODI,Adelaide,Off Stump,Good,Midwicket,80,Right arm Offbreak,Normal,0
9551,ODI,Adelaide,Off Stump,Back of a Length,Close,146,Right-arm fast,Normal,0
9552,ODI,Adelaide,Offside,Good,Point,140,Right-arm fast,Normal,0
9553,ODI,Adelaide,Off Stump,Full,Point,141,Right-arm fast,Normal,0
9554,ODI,Adelaide,Legside,Back of a Length,Point,144,Right-arm fast,Normal,0
9555,ODI,Adelaide,Off Stump,Full,Mid-Off,148,Right-arm fast,Normal,0
9556,ODI,Adelaide,Legside,Back of a Length,Square Leg,87,Right arm Offbreak,Normal,0
9557,ODI,Adelaide,Middle Stump,Full,Square Leg,87,Right arm Offbreak,Normal,0
9558,ODI,Adelaide,Off Stump,Full,Mid-On,129,Right-arm fast-medium,Normal,0
9559,ODI,Adelaide,Off Stump,Full,Mid-On,133,Right-arm fast-medium,Normal,0
9560,ODI,Adelaide,Offside,Good,Point,130,Right-arm fast-medium,Normal,0
9561,ODI,Adelaide,Off Stump,Back of a Length,Long-on,90,Right arm Offbreak,Normal,0
9562,ODI,Adelaide,Off Stump,Short,Square Leg,81,Right arm Offbreak,Normal,0
9563,ODI,Adelaide,Offside,Full,Midwicket,73,Right arm Offbreak,Normal,0
9564,ODI,Adelaide,Middle Stump,Back of a Length,Deep Square Leg,78,Right arm Offbreak,Normal,0
9565,ODI,Adelaide,Off Stump,Good,Mid-On,129,Right-arm fast-medium,Normal,0
9566,ODI,Adelaide,Offside,Good,Point,140,Right-arm fast-medium,Normal,0
9567,ODI,Adelaide,Off Stump,Good,Deep Point,132,Right-arm fast-medium,Normal,0
9568,ODI,Adelaide,Off Stump,Good,Third Man,137,Right-arm fast-medium,Normal,0
9569,ODI,Adelaide,Offside,Good,Offside,93,Right arm Offbreak,Normal,0
9570,ODI,Adelaide,Legside,Short,Square Leg,74,Right arm Offbreak,Normal,0
9571,ODI,Adelaide,Wide Outside Off,Full,Deep Point,131,Right arm Medium,Normal,0
9572,ODI,Adelaide,Middle Stump,Good,Third Man,133,Right arm Medium,Normal,0
9573,ODI,Adelaide,Legside,Good,Square Leg,90,Right arm Offbreak,Normal,0
9574,ODI,Adelaide,Middle Stump,Good,Close,91,Right arm Offbreak,Normal,0
9575,ODI,Adelaide,Middle Stump,Good,Offside,89,Right arm Offbreak,Normal,0
9576,ODI,Adelaide,Middle Stump,Full,Offside,131,Right arm Medium,Normal,0
9577,ODI,Adelaide,Offside,Good,Point,131,Right arm Medium,Normal,0
9578,ODI,Adelaide,Middle Stump,Good,Close,90,Right arm Offbreak,Normal,0
9579,ODI,Adelaide,Middle Stump,Full,Close,92,Right arm Offbreak,Normal,0
9580,ODI,Adelaide,Legside,Short,Short Fine Leg,89,Right arm Offbreak,Normal,0
9581,ODI,Adelaide,Legside,Full,Deep Square Leg,76,Right arm Offbreak,Normal,0
9582,ODI,Adelaide,Offside,Good,Point,131,Right arm Medium,Normal,0
9583,ODI,Adelaide,Offside,Full,Point,115,Right arm Medium,Normal,0
9584,ODI,Adelaide,Leg Stump,Good,Midwicket,135,Right-arm fast-medium,Normal,0
9585,ODI,Adelaide,Wide Outside Off,Full,Third Man,137,Right-arm fast-medium,Normal,0
9586,ODI,Adelaide,Middle Stump,Short,Close,129,Right arm Medium,High,0
9587,ODI,Adelaide,Offside,Good,Third Man,131,Right arm Medium,Normal,0
9588,ODI,Adelaide,Legside,Good,Close,88,Right arm Offbreak,Normal,0
9589,ODI,Adelaide,Legside,Short,Square Leg,79,Right arm Offbreak,High,0
9590,ODI,Adelaide,Offside,Full,Point,85,Right arm Offbreak,Normal,0
9591,ODI,Adelaide,Legside,Full,Midwicket,83,Right arm Offbreak,Normal,0
9592,ODI,Adelaide,Legside,Short,Legside,94,Right arm Offbreak,Normal,0
9593,ODI,Adelaide,Middle Stump,Full,Midwicket,138,Right-arm fast-medium,Normal,0
9594,ODI,Adelaide,Offside,Short,Third Man,137,Right-arm fast-medium,Normal,0
9595,ODI,Adelaide,Leg Stump,Full,Midwicket,140,Right-arm fast-medium,Normal,0
9596,ODI,Adelaide,Wide Outside Off,Short,Deep Point,119,Right-arm fast-medium,Normal,0
9597,ODI,Adelaide,Offside,Short,Point,71,Right arm Offbreak,Normal,0
9598,ODI,Adelaide,Legside,Good,Fine Leg,94,Right arm Offbreak,Normal,0
9599,ODI,Adelaide,Middle Stump,Full,Offside,71,Right arm Offbreak,Normal,0
9600,ODI,Adelaide,Legside,Good,Legside,81,Right arm Offbreak,Normal,0
9601,ODI,Adelaide,Middle Stump,Full,Close,134,Right-arm fast,Normal,0
9602,ODI,Adelaide,Offside,Short,Third Man,137,Right-arm fast,Normal,0
9603,ODI,Adelaide,Middle Stump,Full,Close,140,Right-arm fast,Normal,0
9604,ODI,Adelaide,Offside,Good,Point,141,Right-arm fast,Normal,0
9605,ODI,Adelaide,Wide Outside Off,Back of a Length,Point,140,Right-arm fast,Normal,0
9606,ODI,Adelaide,Middle Stump,Full,Midwicket,87,Right arm Offbreak,Normal,0
9607,ODI,Adelaide,Wide Outside Off,Short,Midwicket,84,Right arm Offbreak,High,0
9608,ODI,Adelaide,Legside,Good,Legside,75,Right arm Offbreak,Normal,0
9609,ODI,Adelaide,Offside,Back of a Length,Third Man,140,Right-arm fast,Normal,0
9610,ODI,Adelaide,Offside,Short,Third Man,8950,Right arm Offbreak,Normal,0
9611,ODI,Adelaide,Legside,Short,Fine Leg,79,Right arm Offbreak,Normal,0
9612,ODI,Adelaide,Legside,Full,Legside,81,Right arm Offbreak,Normal,0
9613,ODI,Adelaide,Legside,Short,Square Leg,86,Right arm Offbreak,Normal,0
9614,ODI,Adelaide,Middle Stump,Short,Sweeper,92,Right arm Offbreak,High,0
9615,ODI,Adelaide,Legside,Back of a Length,Close,127,Left arm Fast medium,Normal,0
9616,ODI,Adelaide,Offside,Short,Third Man,126,Left arm Fast medium,Normal,0
9617,ODI,Adelaide,Offside,Good,Point,131,Left arm Fast medium,Normal,0
9618,ODI,Adelaide,Wide Outside Off,Short,Sweeper,134,Left arm Fast medium,Normal,0
9619,ODI,Adelaide,Middle Stump,Good,Midwicket,130,Left arm Fast medium,Normal,0
9620,ODI,Adelaide,Offside,Good,Offside,137,Left arm Fast medium,Normal,0
9621,ODI,Adelaide,Offside,Back of a Length,Deep Point,129,Left arm Fast medium,Normal,0
9622,ODI,Adelaide,Offside,Full,Offside,85,Right arm Offbreak,Normal,0
9623,ODI,Adelaide,Offside,Short,Short Third Man,88,Right arm Offbreak,Normal,0
9624,ODI,Adelaide,Middle Stump,Short,Close,89,Right arm Offbreak,Normal,0
9625,ODI,Adelaide,Leg Stump,Good,Legside,107,Right arm Medium,Normal,0
9626,ODI,Adelaide,Legside,Good,Wicketkeeper,108,Right arm Medium,Normal,0
9627,ODI,Adelaide,Off Stump,Good,Point,102,Right arm Medium,Normal,0
9628,ODI,Adelaide,Off Stump,Back of a Length,Square Leg,104,Right arm Medium,Normal,0
9629,ODI,Adelaide,Off Stump,Full,Offside,88,Right arm Offbreak,Normal,0
9630,ODI,Adelaide,Wide Outside Off,Full,Close,84,Right arm Offbreak,Normal,0
9631,ODI,Adelaide,Offside,Short,Deep Point,91,Right arm Offbreak,Normal,0
9632,ODI,Adelaide,Legside,Back of a Length,Long Leg,73,Right arm Offbreak,Normal,0
9633,ODI,Adelaide,Leg Stump,Short,Short Fine Leg,94,Right arm Offbreak,Normal,0
9634,ODI,Adelaide,Legside,Good,Deep Midwicket,79,Right arm Offbreak,Normal,0
9635,ODI,Adelaide,Off Stump,Back of a Length,Offside,97,Right arm Medium,Normal,0
9636,ODI,Adelaide,Offside,Full,Point,102,Right arm Medium,Normal,0
9637,ODI,Adelaide,Legside,Short,Deep Square Leg,100,Right arm Medium,High,0
9638,ODI,Adelaide,Legside,Good,Legside,98,Right arm Medium,Normal,0
9639,ODI,Adelaide,Middle Stump,Short,Point,98,Right arm Medium,Normal,0
9640,ODI,Adelaide,Off Stump,Full,Mid-On,145,Right-arm fast,Normal,0
9641,ODI,Adelaide,Legside,Short,Deep Square Leg,141,Right-arm fast,High,0
9642,ODI,Adelaide,Off Stump,Short,Midwicket,104,Right arm Medium,Normal,0
9643,ODI,Adelaide,Offside,Short,Mid-On,107,Right arm Medium,Normal,0
9644,ODI,Adelaide,Off Stump,Back of a Length,Third Man,105,Right arm Medium,Normal,0
9645,ODI,Adelaide,Off Stump,Full,Deep Square Leg,136,Right-arm fast-medium,Normal,0
9646,ODI,Adelaide,Middle Stump,Short,Close,137,Right-arm fast-medium,High,0
9647,ODI,Adelaide,Wide Outside Off,Short,Point,136,Right-arm fast-medium,High,0
9648,ODI,Adelaide,Off Stump,Full,Short Third Man,136,Right-arm fast-medium,Normal,0
9649,ODI,Adelaide,Off Stump,Back of a Length,Point,141,Right-arm fast,Normal,0
9650,ODI,Adelaide,Off Stump,Full,Third Man,147,Right-arm fast,Normal,0
9651,ODI,Adelaide,Offside,Back of a Length,Point,145,Right-arm fast,Normal,0
9652,ODI,Adelaide,Offside,Short,Long-on,143,Right-arm fast,Normal,0
9653,ODI,Adelaide,Legside,Good,Deep Square Leg,134,Right-arm fast-medium,Normal,0
9654,ODI,Adelaide,Legside,Good,Deep Square Leg,128,Right-arm fast-medium,Normal,0
9655,ODI,Adelaide,Middle Stump,Full,Midwicket,133,Right-arm fast-medium,Normal,0
9656,ODI,Adelaide,Off Stump,Good,Deep Midwicket,147,Right-arm fast,Normal,0
9657,ODI,Adelaide,Leg Stump,Full,Deep Midwicket,141,Right-arm fast,Normal,1
9658,ODI,Melbourne,Offside,Full,Wicketkeeper,141,Right-arm fast,Normal,0
9659,ODI,Melbourne,Wide Outside Off,Good,Wicketkeeper,140,Right-arm fast,Normal,0
9660,ODI,Melbourne,Offside,Back of a Length,Point,136,Right-arm fast,Normal,0
9661,ODI,Melbourne,Offside,Good,Close,137,Right-arm fast,Normal,0
9662,ODI,Melbourne,Offside,Full,Offside,135,Right-arm fast-medium,Normal,0
9663,ODI,Melbourne,Legside,Full,Midwicket,139,Right-arm fast-medium,Normal,0
9664,ODI,Melbourne,Offside,Short,Third Man,143,Right-arm fast,Normal,0
9665,ODI,Melbourne,Middle Stump,Full,Close,135,Right-arm fast,Normal,0
9666,ODI,Melbourne,Offside,Back of a Length,Point,140,Right-arm fast,Normal,0
9667,ODI,Melbourne,Middle Stump,Short,Close,137,Right-arm fast,High,0
9668,ODI,Melbourne,Wide Outside Off,Short,Close,140,Right-arm fast,Normal,0
9669,ODI,Melbourne,Middle Stump,Back of a Length,Gully,138,Right-arm fast,Normal,0
9670,ODI,Melbourne,Leg Stump,Good,Fine Leg,80,Right arm Offbreak,Normal,0
9671,ODI,Melbourne,Legside,Short,Legside,94,Right arm Offbreak,Normal,0
9672,ODI,Melbourne,Legside,Full,Legside,89,Right arm Offbreak,Normal,0
9673,ODI,Melbourne,Offside,Back of a Length,Second slip,143,Right-arm fast,Normal,0
9674,ODI,Melbourne,Middle Stump,Full,Offside,144,Right-arm fast,Normal,0
9675,ODI,Melbourne,Middle Stump,Full,Wicketkeeper,144,Right-arm fast,Normal,0
9676,ODI,Melbourne,Offside,Good,Point,142,Right-arm fast,Normal,0
9677,ODI,Melbourne,Offside,Back of a Length,Third Man,142,Right-arm fast,Normal,0
9678,ODI,Melbourne,Offside,Full,Point,79,Legbreak googly,Normal,0
9679,ODI,Melbourne,Legside,Short,Midwicket,89,Legbreak googly,Normal,0
9680,ODI,Melbourne,Offside,Full,Deep Point,86,Legbreak googly,Normal,0
9681,ODI,Melbourne,Wide Outside Off,Short,Point,141,Right-arm fast,Normal,0
9682,ODI,Melbourne,Wide Outside Off,Back of a Length,Gully,139,Right-arm fast,Normal,0
9683,ODI,Melbourne,Middle Stump,Good,Point,142,Right-arm fast,Normal,0
9684,ODI,Melbourne,Middle Stump,Short,Offside,143,Right-arm fast,High,0
9685,ODI,Melbourne,Wide Outside Off,Good,Gully,140,Right-arm fast,Normal,0
9686,ODI,Melbourne,Offside,Good,Close,143,Right-arm fast,Normal,0
9687,ODI,Melbourne,Offside,Full,Legside,87,Legbreak googly,Normal,0
9688,ODI,Melbourne,Legside,Good,Midwicket,91,Legbreak googly,Normal,0
9689,ODI,Melbourne,Offside,Short,Mid-On,140,Right-arm fast,High,0
9690,ODI,Melbourne,Middle Stump,Back of a Length,Gully,141,Right-arm fast,Normal,0
9691,ODI,Melbourne,Middle Stump,Full,Offside,147,Right-arm fast,Normal,0
9692,ODI,Melbourne,Middle Stump,Back of a Length,Midwicket,149,Right-arm fast,Normal,0
9693,ODI,Melbourne,Middle Stump,Good,Close,106,Right arm Medium,Normal,0
9694,ODI,Melbourne,Wide Outside Off,Short,Point,146,Right-arm fast,Normal,0
9695,ODI,Melbourne,Middle Stump,Good,Close,147,Right-arm fast,Normal,0
9696,ODI,Melbourne,Middle Stump,Short,Offside,141,Right-arm fast,High,0
9697,ODI,Melbourne,Middle Stump,Good,Mid-On,147,Right-arm fast,Normal,0
9698,ODI,Melbourne,Legside,Good,Square Leg,106,Right arm Medium,Normal,0
9699,ODI,Melbourne,Offside,Short,Point,88,Legbreak googly,Normal,0
9700,ODI,Melbourne,Middle Stump,Full,Mid-On,109,Right arm Medium,Normal,0
9701,ODI,Melbourne,Middle Stump,Full,Point,75,Legbreak googly,Normal,0
9702,ODI,Melbourne,Offside,Good,Sweeper,85,Legbreak googly,Normal,0
9703,ODI,Melbourne,Offside,Full,Close,105,Right arm Medium,Normal,0
9704,ODI,Melbourne,Middle Stump,Full,Offside,108,Right arm Medium,Normal,0
9705,ODI,Melbourne,Middle Stump,Full,Offside,91,Legbreak googly,Normal,0
9706,ODI,Melbourne,Middle Stump,Good,Wicketkeeper,90,Legbreak googly,Normal,0
9707,ODI,Melbourne,Middle Stump,Full,Mid-Off,131,Right-arm fast-medium,Normal,0
9708,ODI,Melbourne,Offside,Full,Offside,91,Legbreak googly,Normal,0
9709,ODI,Melbourne,Off Stump,Good,Long-on,70,Legbreak googly,Normal,0
9710,ODI,Melbourne,Off Stump,Good,Sweeper,70,Legbreak googly,Normal,0
9711,ODI,Melbourne,Offside,Full,Mid-On,133,Right-arm fast-medium,Normal,0
9712,ODI,Melbourne,Middle Stump,Short,Sweeper,137,Right-arm fast-medium,Normal,0
9713,ODI,Melbourne,Wide Outside Off,Short,Deep Point,131,Right-arm fast-medium,Normal,0
9714,ODI,Melbourne,Middle Stump,Good,Close,-1,Right-arm fast,Normal,0
9715,ODI,Melbourne,Wide Outside Off,Short,Deep Point,145,Right-arm fast,Normal,0
9716,ODI,Melbourne,Offside,Full,Offside,147,Right-arm fast,Normal,0
9717,ODI,Melbourne,Middle Stump,Full,Point,145,Right-arm fast,Normal,0
9718,ODI,Melbourne,Middle Stump,Good,Close,140,Right-arm fast,Normal,1
9719,ODI,Napier,Offside,Good,Close,137,Right arm Fast medium,Normal,0
9720,ODI,Napier,Legside,Short,Legside,136,Right arm Fast medium,High,0
9721,ODI,Napier,Offside,Good,Offside,134,Right arm Fast medium,Normal,0
9722,ODI,Napier,Offside,Good,Wicketkeeper,132,Right arm Fast medium,Normal,0
9723,ODI,Napier,Off Stump,Good,Close,140,Right arm Fast,Normal,0
9724,ODI,Napier,Offside,Good,Close,142,Right arm Fast,Normal,0
9725,ODI,Napier,Middle Stump,Short,Close,142,Right arm Fast,Normal,0
9726,ODI,Napier,Offside,Full,Mid-Off,130,Right arm Fast medium,Normal,0
9727,ODI,Napier,Middle Stump,Good,Fine Leg,129,Right arm Fast medium,Normal,0
9728,ODI,Napier,Offside,Good,Extra Cover,137,Right arm Fast medium,Normal,0
9729,ODI,Napier,Leg Stump,Back of a Length,Close,148,Right arm Fast,Normal,0
9730,ODI,Napier,Leg Stump,Good,Deep Square Leg,146,Right arm Fast,Normal,0
9731,ODI,Napier,Off Stump,Back of a Length,Close,131,Right arm Fast medium,Normal,0
9732,ODI,Napier,Off Stump,Back of a Length,Offside,129,Right arm Fast medium,Normal,0
9733,ODI,Napier,Leg Stump,Full,Mid-Off,131,Right arm Fast medium,Normal,0
9734,ODI,Napier,Legside,Short,Fine Leg,135,Right arm Fast medium,Normal,0
9735,ODI,Napier,Off Stump,Short,Midwicket,141,Right arm Fast,High,0
9736,ODI,Napier,Offside,Good,Point,150,Right arm Fast,Normal,0
9737,ODI,Napier,Offside,Back of a Length,Third Man,148,Right arm Fast,Normal,0
9738,ODI,Napier,Offside,Back of a Length,Offside,61,Slow Left arm Orthodox,Normal,0
9739,ODI,Napier,Leg Stump,Short,Long-on,50,Slow Left arm Orthodox,Normal,0
9740,ODI,Napier,Leg Stump,Good,Midwicket,55,Slow Left arm Orthodox,Normal,0
9741,ODI,Napier,Offside,Full,Extra Cover,51,Slow Left arm Orthodox,Normal,0
9742,ODI,Napier,Middle Stump,Good,Long-on,57,Slow Left arm Orthodox,Normal,0
9743,ODI,Napier,Off Stump,Short,Close,134,Right arm Fast medium,Normal,0
9744,ODI,Napier,Leg Stump,Good,Deep Square Leg,130,Right arm Fast medium,Normal,0
9745,ODI,Napier,Off Stump,Good,Third Man,134,Right arm Fast medium,Normal,0
9746,ODI,Napier,Leg Stump,Short,Deep Square Leg,137,Right arm Fast medium,Normal,0
9747,ODI,Napier,Offside,Back of a Length,Point,57,Slow Left arm Orthodox,Normal,0
9748,ODI,Napier,Off Stump,Full,Extra Cover,63,Slow Left arm Orthodox,Normal,0
9749,ODI,Napier,Offside,Good,Extra Cover,61,Slow Left arm Orthodox,Normal,0
9750,ODI,Napier,Offside,Good,Offside,58,Slow Left arm Orthodox,Normal,0
9751,ODI,Napier,Leg Stump,Short,Deep Square Leg,129,Left arm Fast medium,High,0
9752,ODI,Napier,Offside,Good,Point,128,Left arm Fast medium,Normal,0
9753,ODI,Napier,Offside,Back of a Length,Point,132,Left arm Fast medium,Normal,0
9754,ODI,Napier,Middle Stump,Short,Long-on,54,Slow Left arm Orthodox,Normal,0
9755,ODI,Napier,Middle Stump,Back of a Length,Point,54,Slow Left arm Orthodox,Normal,0
9756,ODI,Napier,Middle Stump,Short,Deep Square Leg,138,Left arm Fast medium,High,0
9757,ODI,Napier,Middle Stump,Short,Deep Square Leg,137,Left arm Fast medium,High,0
9758,ODI,Napier,Leg Stump,Full,Midwicket,56,Slow Left arm Orthodox,Normal,0
9759,ODI,Napier,Offside,Full,Sweeper,62,Slow Left arm Orthodox,Normal,0
9760,ODI,Napier,Off Stump,Full,Long-off,57,Slow Left arm Orthodox,Normal,0
9761,ODI,Napier,Offside,Good,Mid-On,115,Right arm Medium fast,Normal,0
9762,ODI,Napier,Middle Stump,Good,Legside,114,Right arm Medium fast,Normal,0
9763,ODI,Napier,Offside,Full,Long-on,63,Slow Left arm Orthodox,Normal,0
9764,ODI,Napier,Middle Stump,Good,Close,121,Right arm Medium fast,Normal,0
9765,ODI,Napier,Offside,Good,Mid-Off,122,Right arm Medium fast,Normal,0
9766,ODI,Napier,Offside,Good,Midwicket,117,Right arm Medium fast,Normal,0
9767,ODI,Napier,Legside,Short,Square Leg,63,Slow Left arm Orthodox,Normal,0
9768,ODI,Napier,Off Stump,Full,Long-on,54,Slow Left arm Orthodox,Normal,0
9769,ODI,Napier,Offside,Full,Offside,59,Slow Left arm Orthodox,Normal,0
9770,ODI,Napier,Middle Stump,Full,Close,146,Right arm Fast,Normal,0
9771,ODI,Napier,Offside,Back of a Length,Point,148,Right arm Fast,Normal,0
9772,ODI,Napier,Wide Outside Off,Full,Point,55,Slow Left arm Orthodox,Normal,0
9773,ODI,Napier,Offside,Full,Mid-Off,57,Slow Left arm Orthodox,Normal,0
9774,ODI,Napier,Middle Stump,Full,Long-on,53,Slow Left arm Orthodox,Normal,0
9775,ODI,Napier,Middle Stump,Good,Close,144,Right arm Fast,Normal,0
9776,ODI,Napier,Middle Stump,Good,Mid-On,145,Right arm Fast,Normal,0
9777,ODI,Napier,Middle Stump,Short,Deep Square Leg,148,Right arm Fast,High,1
9778,ODI,Mount Maunganui,Off Stump,Good,Close,137,Left arm Fast medium,Normal,0
9779,ODI,Mount Maunganui,Offside,Good,Wicketkeeper,128,Left arm Fast medium,Normal,0
9780,ODI,Mount Maunganui,Offside,Back of a Length,Offside,136,Left arm Fast medium,Normal,0
9781,ODI,Mount Maunganui,Off Stump,Good,Close,130,Left arm Fast medium,Normal,0
9782,ODI,Mount Maunganui,Offside,Full,Long-off,82,Legbreak,Normal,0
9783,ODI,Mount Maunganui,Off Stump,Good,Mid-Off,145,Right arm Fast,Normal,0
9784,ODI,Mount Maunganui,Off Stump,Short,Close,148,Right arm Fast,Normal,0
9785,ODI,Mount Maunganui,Offside,Full,Offside,143,Right arm Fast,Normal,0
9786,ODI,Mount Maunganui,Offside,Back of a Length,Offside,142,Right arm Fast,Normal,0
9787,ODI,Mount Maunganui,Legside,Back of a Length,Fine Leg,147,Right arm Fast,Normal,0
9788,ODI,Mount Maunganui,Off Stump,Good,Mid-Off,142,Right arm Fast,Normal,0
9789,ODI,Mount Maunganui,Leg Stump,Short,Deep Square Leg,81,Legbreak,High,0
9790,ODI,Mount Maunganui,Off Stump,Back of a Length,Offside,93,Legbreak,Normal,0
9791,ODI,Mount Maunganui,Offside,Good,Sweeper,78,Legbreak,Normal,0
9792,ODI,Mount Maunganui,Offside,Back of a Length,Close,129,Right arm Fast medium,Normal,0
9793,ODI,Mount Maunganui,Offside,Full,Extra Cover,127,Right arm Fast medium,Normal,0
9794,ODI,Mount Maunganui,Off Stump,Good,Third Man,135,Right arm Fast medium,Normal,0
9795,ODI,Mount Maunganui,Off Stump,Short,Midwicket,136,Right arm Fast medium,Normal,0
9796,ODI,Mount Maunganui,Offside,Good,Point,131,Right arm Fast medium,Normal,0
9797,ODI,Mount Maunganui,Offside,Short,Close,128,Right arm Fast medium,Normal,0
9798,ODI,Mount Maunganui,Leg Stump,Good,Deep Square Leg,128,Right arm Fast medium,Normal,0
9799,ODI,Mount Maunganui,Offside,Back of a Length,Third Man,133,Right arm Fast medium,Normal,0
9800,ODI,Mount Maunganui,Leg Stump,Good,Square Leg,132,Right arm Fast medium,Normal,0
9801,ODI,Mount Maunganui,Offside,Good,Sweeper,119,Right arm Medium fast,Normal,0
9802,ODI,Mount Maunganui,Leg Stump,Good,Deep Square Leg,114,Right arm Medium fast,Normal,0
9803,ODI,Mount Maunganui,Middle Stump,Good,Legside,122,Right arm Medium fast,Normal,0
9804,ODI,Mount Maunganui,Offside,Good,Sweeper,124,Right arm Medium fast,Normal,0
9805,ODI,Mount Maunganui,Middle Stump,Full,Mid-Off,122,Right arm Fast medium,Normal,0
9806,ODI,Mount Maunganui,Legside,Short,Fine Leg,138,Right arm Fast medium,Normal,0
9807,ODI,Mount Maunganui,Legside,Good,Legside,129,Right arm Fast medium,Normal,0
9808,ODI,Mount Maunganui,Legside,Good,Fine Leg,134,Right arm Fast medium,Normal,0
9809,ODI,Mount Maunganui,Middle Stump,Good,Mid-On,137,Right arm Fast medium,Normal,0
9810,ODI,Mount Maunganui,Legside,Good,Square Leg,115,Right arm Medium fast,Normal,0
